review,rating,date
"jelek ih udah 2 harian aku gabisa buka shopee dan layarnya kedip-kedip doang, udah uninstal-instal 3 kali masih aja begitu",1,2025-05-11 10:58:04
"ga ribet pokok nya belanja di shopee...cm hati2 ,sudah mulai masuk penipuan yg mengatas nama kan shopee...sy hampir2 JD korban nya...",5,2025-05-18 21:37:24
mantab shopee kita bisa berbelanja apa saja dan harganya murah2 sangat terjangkau buat kantong kita👍👍🥰🥰❤️❤️,5,2025-05-17 10:35:48
"gambar di beranda atau pencarian tidak muncul, padahal sinyal lancar mohon perbaiki 😭🙏",5,2025-05-18 11:14:24
Keringanan di ongkos kirim apalagi bebas ongkir adalah daya tarik terbesar olshop tentunya keamanan dari praktek tidak terpuji dari pihak pembeli maupun penjual adalah hal yang utama yang harus bisa dijaga oleh shoope. Teruslah berinovasi demi kemajuan dan keuntungan semua pihak.,5,2025-05-31 06:20:03
"Barang yang diperlukan mudah ditemukan dan banyak di shopee, belanja mudah pengiriman juga cepat, menyenangkan.",5,2025-05-18 06:12:30
Shopee ramah untuk pembeli.... tapi nyekek umtuk penjual... biaya ADM atau potongannya sangat besar....,1,2025-05-29 23:04:03
"alhamdulullah banyak potongannya, klo bisa lebih banyak lg ya potongan² nya. biar makain rajin belanjanya.",5,2025-05-09 09:49:31
sangat baik dalam melayani pembeli. sangat membantu kebutuhan kami yang tidak ada di tempat kami. sukses selalu dan terus mempertahankan dan meningkatkan pelayanannya.,5,2025-05-13 13:35:01
sangat memuaskan sezuai harapan lebih mudah pastinya mantab mempermudah pembelian barang keinginan,5,2025-05-27 12:56:22
saya sering belanja di shopee tapi pasbuka shopee selalu ada musik vidio gak berhenti berisik jadi tambah bego aplikasi nya,1,2025-05-09 12:32:35
"yang lain bagus tapi, auto play live video sangat menganggu. tolong hapus autoplaynya.",1,2025-05-11 09:40:25
"aplikasi yang sangat bagussss,murahh murah kadang juga ada voucher gratis pokoknya the best 👍",4,2025-05-23 13:59:52
sumpah shopee lo skrg berat banget bug muluuu capee pgn belanja malah kesel krna lagi2 bug mana setiap buka lngsng ke video aneh banget si,2,2025-05-12 10:24:35
"Kecewa sekali ternyata kesalahan dari saya sendiri bukan pada aplikasi,toko ataupun kurir.....",5,2025-05-21 03:17:31
selalu sesuai dng pesanan dan cepat nyampainya. trimksh,5,2025-05-18 04:30:10
"Halo Shopee , kenapa akun saya mau di blok COD nya, padahal kurir o tidak pernah ke datang ke tempat saya,dia mengatakan saya tidak ada di tempat... bagaimana cara mengatasi nya... Saya naikkan dua bintang",5,2025-05-28 15:13:21
"aku sneng bgttt, bisa berbelanja online di shoppe, guys, klo mau belanja tpi di tmpt kalian gk ada, di shoppe aj, dijamin gk bikin nyesel dehh😚😚",5,2025-05-11 23:29:39
"aplikasi celeng,tiba tiba ndak bosa pesan siatem COD pdhl udah bbrpa kali pesan sistem COD,kok ndak bisa kenapa sebab nya..celeng",1,2025-05-10 12:43:42
"sekarang Shopee gabisa pake jnt,,pake Shopee express paket dah sampe sama kurirnya gamau WA,, pdhl keterangan nya paket dah sampe,tiba2 dah mau di return aja pukii",1,2025-05-08 05:31:43
"pengiriman sangat mengecewakan, barang tidak sampai tujuan, waktu estimasi terus menerus berubah. sangat merugikan",1,2025-05-13 00:25:09
enak buat pesen barang apapun pengiriman cepat. ..apa yg enggak ada di sini ...di shopee ada ..terima kasih semoga sukses selalu,5,2025-05-14 03:25:13
"shopee ok , murah meriah...banyak discountnya apalagi ikut premium memberikan gratis ongkir nya banyak...",5,2025-05-21 12:58:03
"tolong dong min.. jangan cuma kurir j&t yg dihapus.. kurir sicepat dihapus juga dong.. nama doang sicepat, pengiriman sangat lambat.. tolong dihapus aja dari shopee min",5,2025-05-12 14:17:49
"sekarang shopee sering macet,g lancar lg buka shopee.sering kluar sendiri.,&sering eror jugak..jd g semangat lg blnj dishopee",2,2025-05-16 13:45:04
"ke mahalan , dan barang pun tak sesuai harapan, pas dilihat murah,pas di pesan mahal kaget gua 😭",1,2025-05-24 13:59:04
"sangat puas berbelanja d shope , pngiriminan ny cepat , dan ongkir nya murah .",5,2025-05-28 06:18:12
"harga tjangkau, barang"" nya real smua dan tepat wkt dlm pengiriman , trima kasih shopee....",5,2025-05-26 02:17:00
"praktis, sesuai kebutuhan... tp kadang barang yg datang GK sesuai.... bahkan menecewakan....",4,2025-05-14 12:00:00
sangat rekomendasi buat penjual online. tapi kalau bisa. sistem shoope terhadap alat panen kelapa sawit tidak terlalu ketat aturannya. kita hanya berjualan bukan menjual barang ilegal,5,2025-05-26 17:08:34
suka banget belanja di shopee semoga kedepannya makin banyak promonya dan ongkirnya makin murah,5,2025-05-14 12:37:44
"apk shopee bagus dan memang yg terbaik, banyak bonus nya enak belanja di aplikasi ini dan tidak mengecewakan.",5,2025-05-27 20:38:00
update terus tpi gk ada perubahan yg signifikan file nya pun besar2 lg sekali update,1,2025-05-14 13:15:22
"ya namanya belanja mahal ya,tapi kalo di shopee murah bat dah❤️‍🩹🔥🎀🌹🏆💓🙌🏻,tapi pengantarannya mohon di percepat lagi ya👍🏻🙏🏻",5,2025-05-22 01:59:11
"sy pernah beli daster kencana ungu d fb d suruh bayar kes 120k dpt 4 tdk d kirim, d Shopee COD 3 hr barang sdh datang kualitas barang sesuai harga tdk usah keluar rumah",5,2025-05-20 06:20:17
kebijakan sekarang makin menurun. pembelian menggunakan spaylater dibatasi. padahal limit masih banyak! Ga jelas !!,1,2025-05-15 10:34:38
IMakin kesini shopee makin mahal pol masak ada biaya layanan gede banget. dan sekrang perkara pengiriman lama poll... sejak pengiriman pakai SPX. biasanya kalo sama sama jkt mentok 2 hri. ini sampai 4 hri paket baru nyampe sebel poll.,2,2025-05-08 13:31:21
"ga mau mesen di sini lagi deh, dateng paket nya lama banget satu minggu belum juga dateng, mending di sebelah estimasinya 3 hari tapi 2 hari aja udh dateng, ini estimasi 3 hari 5 hari aja belum dateng dateng!!bagaimana ini untuk ke depan nya shoope? harus begini terus kah?",1,2025-05-15 06:25:16
kecewa dan tetap tidak mau mebir biatang 5 dikarenakan seperti ada permainan atara soping dan pihak kurinya seakan cm kejar poin. saja pesen barang epat suda nyapay ke alamat malah datang 1 gimana tangung JAWAP soping saya bayar 10rb sapay ke rumah,1,2025-05-28 11:26:09
"saya sangat terbantu banget dengan ada nya apps jual beli online ini, terutama shopee. jadi sya GK perlu jauh2 ke toko yang letak nya jauh dari kota saya.",5,2025-03-22 12:33:13
selama ini saya puas berbelanja di shopee baik dari kurir kualitas barang maupun dari penjual semoga kedepannya tidak mengecewakan trimakasih,5,2025-05-16 21:19:26
sdah download tapi tetap tidak bisa kembali ke beranda dan layar saat masuk ke shope hanya putih,1,2025-05-11 16:18:23
"Video muncul otomatis saat buka aplikasi, sangat mengganggu privasi terutama ketika di tempat umum",3,2025-05-16 01:38:19
"selama ada shopee belanja jadi mudaah👍, tidak susah harus datang ke tokonyaa pokoknya senang sekali adanya shopee🥰",5,2025-05-19 07:47:19
"Tolong hilangkan fitur begini : pas buka apk shopee itu langsung tayang yg live... Sangat merugikan dan tidak relevan , saya mau cari produk bukan cari ug live atau produk di live. Terimakasih",1,2025-05-11 16:54:05
"Mudah informasi, pelayan dan Bantuan cepat. banyak Diskon.. Mantap.. ⭐⭐⭐⭐",5,2025-05-16 11:00:07
"apk yg sangat membantu untuk membeli segala kebutuhan,murah,proses yg mudah untuk digunakan expert",5,2025-05-15 09:30:23
pelayanan lebih baik dan pengiriman nya cepat waktu dan barang-barang nya lebih murah hati kita semua.,5,2025-05-10 12:31:58
"tolong kak di perbaiki bug di playletter nya kak awal nya di suruh nunggu 5 mei gara gara gagal buat play letter eh malah di suruh nunggu Sampek 21 mei, mintak tolong min biar bisa play letter nya min",1,2025-05-12 05:49:06
"terimakasih sangat membantu platform Shopee, dalam penyediaan produk bila kita belanja secara langsung tidak tersedia maka secara online sangat membantu,,",5,2025-05-23 03:35:14
"lumayan bsa brblanja lwat online,cuma kdang ada sayangnya aplikasi sering kali bleng saat mlihat live.",1,2025-05-26 04:17:06
"udah update, tetap aja. Pas masuk liat katalog toko seller, tp gambar yg di atas udah di scroll muncul2 lagi. Mana koin shopee video yg harian ga bisa diklaim, katanya akun gw terdeteksi mencurigakan.. jangan suka fitnah orang.. Bersyukur masih dipercaya.",2,2025-05-19 15:31:34
"bagus si, cuma suka bug tolong di perbaiki lagi, biar HP kentang bisa meng akses dgn baik",5,2025-05-08 11:39:22
Shoping di shopee setiap saya membelinya barang selalu bagus dan ORI terimakasih shopee...makin bagus .. sukses selalu shopee,5,2025-05-09 00:41:24
selalu cepat dan murah dgn ongkir ya bagus. konsumen merasa aman dgn proteksi dari shopee. terimakasih,5,2025-05-21 08:24:10
apk yang bagus sangat membantu dalam pembelian online dan harganya lebih murah terimakasih kasih shopee,5,2025-05-10 05:56:24
"apk kdng ga bisa di geser untuk keluar tapi di geser atas bawa bisa ,kdg server error",3,2025-05-25 02:04:14
"Bagus ...semua barang yang saya butuhkan ada di shopee , kadang gratis ongkir lagi , trimakasih , sukses selalu buat shopee",5,2025-06-02 10:42:28
"kecewa sama pihak ekspedisi spx,barang di retur tanpa ada kejelasan,kalau memang barangnya di retur, harusnya hari itu juga di kasih tau sama pihak konsumen sama toko nya, bukan nya malah di diemin beberapa hari,dan kacau nya lagi, voucher gratis ongkir nya jdi hangus gara² kesalahan dri pihak ekspedisi,mohon setidaknya lebih di perhatikan lagi dalam pengiriman nya,kalau memang gak bisa lewat jalur darat,jangan di kasih opsi",1,2025-04-04 12:55:03
"saran aja nih..please pinjaman shopee.. kadang cepat kadang harus menunggu hari. kalo Urgent berharap segera cair,langsung lemas mati kutu nunggu lagi. untuk smua yg ada di shopee sudah sangat bagus n membantu. tks shopee",5,2025-05-23 08:44:35
masa pesen barang kecil ditawarin cargo si? bebas ongkirnya ga ada juga lagi makin pelit shopee sekarang.cari di lazadong aja deh kayaknya bs bebas ongkir.,1,2025-05-30 00:31:03
"Suka dengan shopee,ternyata lebih murah,kalau mau pesen2 yg lain dishopee aja laah,dan layanannya bagus, puas.mantapppp shopee dan seller....",5,2025-05-23 01:18:48
"puas belanja di shopee karena barang sesuai, walaupun pernah ada yg sesuai",5,2025-05-10 02:57:17
"aplikasi nya mntap ,produk/barang nya lengkap apa aja ada ,dan yg pastinya gratis ongkir! 😋",4,2025-05-11 17:02:25
belanja jadi mudah hemat biaya gak perlu capek lagi tinggal pencet hp oke lah.moga shopee makin jaya.,5,2025-05-13 07:46:12
tolong tambahkan fitur pencarian berdasarkan kota. pembelian barang yang berat sulit dilakukan menggunakan kurir biasa,4,2025-05-16 21:21:29
"mohon untuk tampilkan nomor kurir saat pengiriman, karna terkadang posisi diluar biar dititipkan ke tetangga paketnya kasihan agar tidak bolak balik",4,2025-05-17 04:24:28
"Shopee mantap.seller dan kurir ramah,pengiriman cepat,respon baik.be the best lah pokok ny kebutuhan klrga ku semua ada di shopee",5,2025-05-28 01:57:22
ga nyesel beli d shope harga murah kualitas bagus dan kalau ada masalah cepet terselesaikan,5,2025-05-08 15:44:02
kok jadi eror trs padahal akun baru tapi pas chek out ada tulisan telah menggunakan voucher ini pas ga dipake semua voucher nya tetep gabisa dichek out gmna sih,2,2025-05-13 14:38:02
awalnya tdk tertarik cobain beberapa kali semua apa yg dicari di sophee pasti ada itu yg saya tertarik,5,2025-05-15 15:55:56
"cape min, info mulu, kasian cs nya, 3 tahun sudah beku, tapi transaksi udah banyak hadeh... ga tau lah gimana shoppe",1,2025-05-19 16:08:44
"Jgn hanya cuma tau di suruh pembaharuan trs shopee, dengerin ni keluhan pengguna aplikasi Lo. Hp semakin lama semakin berat/lemot/lelet/ngelag semuanya kalau di scroll dll nya. Yg ada bikin org kesel dan malas menggunakan aplikasi ini, pdhl versi hp tinggi, jaringan full dan pakai wifi juga, tp gak ngefek sama sekali juga dgn aplikasi ini, Heran. Mana bnyk mkn ruang lagi tp developer nya hanya tau mikirin keuntungan trs. Capek deehhhh 😤😮‍💨",1,2025-03-19 03:59:07
harga kompetitif cuma berat aplikasinya dan pop up nya banyak banget wkwk,5,2025-05-20 05:15:01
"sampai saat ini msh baik2 aja, barang di perjalanan nya agak di percepat y shopee. terima kasih.",5,2025-05-28 04:35:41
belanja di shopee untuk pemula gratis ongkir setelah itu bayar ongkir tp masih bisa dijangkau pokoke belanja di shoppe tidak rugi,5,2025-05-14 09:08:59
suka sih bnyak gratis ongkir nya tapi gak tau knpa ahir² ini nyampe nya sering bnget telat ..,5,2025-05-28 04:24:20
"Untuk aplikasi Shopee tolong diperhatikan kenyamanan customer, baru kali ini saya kecewa, amat sangat kecewa!",4,2025-05-11 08:39:23
pindah hp gak bisa-bisa kalo aplikasi shopee gak log in di hp lama. bahkan di hp yang sebelumnya terinstal pun gak mau.,1,2025-05-19 00:36:33
"kenapa sih Shopee kalo ada acara promo puncak flash shale... Selalu nipu kalo Pas harga sesuai dan barang sesuai, Tiba"" baras sudah sold out/Erorrrr😒",1,2025-04-03 18:03:11
"belanja mudah,cepat dan banyak pilihan..toko nya amanah...barang nya real...sesuai yg di pesan...",5,2025-05-12 11:45:56
aku susah login Shopee nya woyyyy😭🙏udah ku coba berkali-kali tetep gak bisa tolong dipermudahkan untuk login gak Shopee 😭😭😭😭😭😭🙏,2,2025-05-08 09:59:09
"kebijakan dari perusahaan shopee sangat tidak baik. beberapa kasus penipuan dan termasuk saya, tidak mendapatkan keadilan oleh pihak shopee. marak nya penipuan mengatasnamakan shopee, dan kami sebagai pengguna shopee yang awam di rugikan oleh pelaku serta kebijakan shopee yang harus tetap membayar tagihan dari si penipu walaupun bukti"" lengkap. maaf shopee saya kasih bintang 1. kalian tidak meringankan pengguna shopee yg tertipu, hanya mementingkan perusahaan.",1,2025-05-20 06:01:17
"online shop paling murah menurut ku, sukses selalu buat shopee harus teliti memang belanja online",5,2025-05-11 06:49:04
"pelayanan spx tambah buruk ,pengiriman lelet tertunda,penolakan dn bla bla, dan lebih parahnya lagi banyak di manfaatin para pelaku penipu2 di suruh transfer k rekening lwat wa mengatasnamakan spx express di luar apk shoppe .pokok shoppe tambah gk jelas kedepannya.",1,2025-05-19 04:22:25
"belanja lebih aman, support tokonya, kurirnya baik bangat, terima kasih atas layanan anda.",5,2025-05-26 04:50:49
"shopee luar biasa👍👍👍👍👍 yang minus itu kurir expedisi atau kurir pengantarannya, kemasan suka dilobangi diintip intip kepo😔",5,2025-05-13 09:43:20
"sering ngebug, ngeleg lemot bikin hp patah"" tolong lah diperbaiki apalagi lg pas war shopee di tanggal kembar",1,2025-05-31 17:32:54
Udah saya tambahin min bintangnya...makin kesini makin oke pokonya shopeee. kayaknya bakal jadi apk olshop yg terakhir nih.,5,2025-05-27 08:19:41
aplikasi lemot . terlalu lama loading .. jgn slahin hp apalagi jaringan . semua normal,1,2025-05-21 10:40:36
belanja mudah dan asyik.. banyak promo gratis ongkir nya mantap,5,2025-05-27 11:02:08
sekedar saran buat shoope skr2 ini pengirimanya sedikit lambat bahkan lebih dari waktu yg di tentukan perbaiki lagi sistem nya kk,5,2025-05-18 03:02:19
"perbaiki terlebih dahulu jasa pengiriman'a, pengalaman pahit yg g akan sy lupakan, orderan udah lebih dari seminggu pengiriman hanya dari jakarta ke tangerang, akan sy share ke teman-2 dan klg sy, bilang cs keluhan sy di follow up ke pihak yg terkait tp masih stagnan trs",1,2025-05-19 17:33:45
"Sudah ada berbenah dari bug, saran saya tambahkan nomor kurir ketika pesanan di antar biar bisa di telpon",4,2025-05-12 09:57:12
baru aja nyobain .... sudah gak ada gratis ongkir. auto balik lagi sama aplikasi sebelah,3,2025-05-19 02:38:00
"kenapa saya tidak bisa cekout, padahal dana yg ada di Shopee pay saya masih ada, tp tidak bsa di cekout,",2,2025-05-17 10:06:15
"tolong dong ini scroll reels video sama nonton live kok gda suaranya yaa, brulang kali coba cara tapi tetep gabisa hdeh",1,2025-05-23 06:25:11
punya saya tidak bisa dipakai katanya tidak ada jaringan padahal jaringan saya oke oke aja masih bisa buka aplikasi online yg lain,3,2025-05-24 14:59:32
"saya buka shopee untuk belanja,bukan untuk nonton video,jadi tolong jangan otomatis langsung ke video",2,2025-05-19 19:11:15
"Belanja online Dengan shopee sangat membantu dan kita dibikin puas, shopee Aplikasi yg is the best, namun untuk seller kita berharap agar barang yg dijual jangan sampai menipu dan seller harus menjaga nama baik shopee. kebanyakan seller nya Barang dijual murah namun konsumen tidak puas, lebih baik harga normal dari pada mengecewakan konsumen.",5,2025-05-20 14:25:35
"Aplikasi ini sangat membantu sekali, untuk kita mendapatkan berbagai macam jenis barang yang kita butuhkan... terutama yang tidak dijual di sekitar kita 🙏🏻😘",5,2025-05-21 10:18:08
"E300 STORE tolong di banded aja saya beli ip ketipu di situ saat saya cek ke konter giga nya beda internal nya beda sudah banyak yang kena, tolong di perhatikan lagi",1,2025-05-29 05:16:39
aplikasinya bagus tapi selalu mundur estimasi datangnya paket gimana mau dapet promo kalo gitu😹,3,2025-05-19 07:36:47
"mitra dagang perlu diperhatikan terhadap kualitas produk, terutama harga yang tidak wajar, terimakasih.",4,2025-05-20 08:14:56
"bagus, saya Jadi gampang Membeli barang secara online tanpa harus jauh² ke mall nya, pokok nya lop² deh buat dev ny🤭🤭",4,2025-05-25 13:00:39
bagus banget... apa lgi klau langsung Berkomunikasi sama pihak CS... langsung dipercepat pengiriman barang kita...,5,2025-05-10 12:41:47
untuk paket paket gt sih bagus ya banyak promo cuma knp ya shopee food nya ini lama bgt dpt driver nya,3,2025-05-26 02:34:11
aplikasi nya bagus untuk se indonesia karena dikirim ke berbagai tempat dan saya sering mendapatkan kurir yang saya akui memang baik 😉 👍,5,2025-05-14 15:29:00
"memberi banyak kemudahan dalam belanja, namun harus lebih teliti masih banyak penjual yang nakal",4,2025-05-22 11:25:04
belanja disini sangat bagus tapi kenapa cod saya tiba2 di nonaktifkan tolong aktiv kan kembali lagi cod saya 🙁,5,2025-05-11 07:18:33
"mantap, keren, Luar Biasa, Sangat Membantu, semua Produk ada di Shopee Big Sales. 2025 tetap setia. Suka banget COD",5,2025-06-01 08:18:45
"Belanja jadi mudah dan hemat waktu. tinggal pesan dari rumah, barang nyampai.",5,2025-05-19 18:36:26
pelayanannya sangat baik.kurir mengkonfirmasi pengiriman.seler respon baik shopee baik banyak gratis ongkirnya.tingkatkan terus layanannya.terima kasih shopee,5,2025-05-12 07:18:30
"bisa mendapatkan informasi tentang pemilihan bahan dan barang, alat dan perlengkapan yang sangat membantu tanpa mengenal tempat dan waktu.",5,2025-05-27 18:33:45
"saran perbaiki bug yang kadang gak keluar gambar apa apa, padahal sinyal bagus.",5,2025-05-13 16:14:52
Gunakanlah Shopee bila kalian belanja tepat waktu dan barangx bagus bagus ok....selamat berbelanja di Shopee,5,2025-05-23 10:45:19
"aneh,, masa udah bayar premium belum hbis masa waktunya malah gabisa dipaje dan suruh bayar lagi",1,2025-05-11 16:35:10
bagus banget asli bisa buat belanja sepuasnya dan juga sering ada promo/diskon!!,5,2025-05-24 14:33:46
"g ada bintang,sudah diiperbarui malah tambah lemot ,tambah lelet ,loading lama gak bagus",1,2025-05-13 11:11:24
aplikasi ngelag lemot parah..mau hp sebagus apapun tetep lemot jaringan bagus pun lemot..,1,2025-05-24 07:22:04
sekarang beli shope vip cuma dapat gratis ongkir min blnja Rp.0 cuma 10x yang biasanya dapat 99x sudah gak minat lagi saya,2,2025-05-22 19:47:44
shopee sekarang toko nya kebanyak penipuan padahal gk mesen barang tpi tiba2 barang dateng 2 kali lagi mana mahal lagi giliran mau di balikin gak bisa gmna si shpee skrang,2,2025-05-25 01:56:20
selama berlangganan waktu kirimannya cepat dan terkadang belum waktunya yg di tentukan sudah sampai ke alamat kami terima kasih,5,2025-05-13 03:58:27
sudah berlangganan sejak lama. tapi pengajuan Spaylater Xtra gagal terus walau tidak pernah ada tunggakan...,5,2025-05-10 19:56:37
"tolong lag shopee kebijakannya di perbaiki lg, baru melalukan kesalahan 1x dan blom keposting dagangan malah ke banned permanen akun penjual dan pembeli. bukan cuma ke banned akun doank sampe ke banned juga devicenya, GILA emank shopee",1,2025-05-16 03:31:58
Aplikasi memiliki bug dimana saldo cukup tetapi metode pembayaran hanya bisa dilakukan secara COD,2,2025-05-16 11:52:41
"shopee memang top markotop,semua yg kita butuhkan ada di sini,semua apk yg ada di dlm shopee mudah di apgreed juga",5,2025-05-21 17:12:30
"aplikasinya membantuu sih . cuma kurirnya tolong yaa untuk penerimaan karyawan sebagai kurir di teliti lagi . beberapa kali saya pesen paket ga sampe malah di kasih ke rumah orang lain yg jelas tercantum nomer telfon . bertahun"" percaya pake shopee dan kurirnya bisa di percaya . akhir"" ini aja kurirnya tolol",5,2025-05-19 22:32:45
"belanja nyaman.. dab banyak promosi, terutama sering gratis ongkir",5,2025-05-22 07:58:12
"ga ngotak shopee skrg, biaya layanan 2rbu. belanja cuma 10rbuan. ga sesuai!",1,2025-05-18 13:56:16
tolong di perbaiki tidak bisa memesan katanya mode pembayaran padahal akun baru,5,2025-05-11 06:23:49
pakai shoppe lebih banyak pilihan dan pengiriman paling cepat pake di shopee saja..,5,2025-05-18 04:30:39
"Pesanan lama di proses, katanya ditindak lanjuti, 3 hari gitu"" doang. sering lemot lagi",1,2025-05-21 02:27:59
shopee sekarang ongkir mahal kalau dulu sama jnt murah barang 2 hari cepat sampai shopee 10 hari baru sampai,1,2025-05-23 13:02:48
"shopee buat pengiriman barang tolong dong cantumkan no kurir kek jasa kurir sebelah, jadi enak klo mau konfirmasi terkait ada atau engga ada nya dll.",2,2025-05-21 08:46:37
belanja cukup baik walaupun banyak paktor penipuan dan barang cukup komplit.,5,2025-05-12 22:40:36
"luar biasa shopee terus lah ikuti perkembangan tekhnologi , hati hati dengan penjual brg terkenal yg kasih harga jauh dibawah standar",5,2025-05-11 16:42:23
jika ada keluhan cepet di respon. sering dtp harga flash sale.. thank youuu,5,2025-05-15 12:33:47
"Pengalaman yang bagus saat aku belanja di shopee, mudah dan berkualtas , dan terpecaya",5,2025-05-16 17:55:02
"terimakasih, dengan adanya shopee sangat membantu, selain itu prodaknya lengkap..",5,2025-05-20 02:23:20
sangat membantu dan memudahkan. maju terus shopee. dan tak kalah penting semakin ringan dan di percepat platform nya👍,5,2025-05-30 11:04:23
"Aplikasi berat banget, semoga kedepannya buat versi lite yg khusus buat belanja doang",5,2025-05-22 00:11:28
sekedar saran saja buat shopee... baiknya tampilkan nomor wa kurir yang sedang mengantar ke alamat rumah. seperti apk jd.id... info dr shopee pagi diantar malam baru sampe. nunggu dr pagi sampe harus libur kerja cuma buat nungguin paket.. kan rugi waktu jg cuan,2,2025-05-20 02:48:59
tolong dong.kalau alamat rumah lebih dari 1 di kasih verifikasi nomor telp atau tidak boleh lebih dari 2/3 alamat atau apa lah.soalnya buat keamanan.rumahku kok di datengin paket atas namaku padahal tidak pesen🙏,5,2025-05-17 02:21:40
saya sudah lama menggunakan shopee dan aplikasi ini sangat bermanfaat bagi saya yang sering belanja online harga nya juga terjangkau,5,2025-05-13 11:11:19
Seller2 nya ramah barang sesuai expectasi..Pengiriman cepat dikemas rapi pula...pokoknya TOP deeh...👍,5,2025-05-23 10:20:32
"Banyak promo & harganya sgt bisa bersaing.. gampang bgt lg daftar spay laternya, satset tanpa ribet",5,2025-05-27 11:19:46
"Sangat membantu dlm berbelanja,dgn harga murah dan tepat waktu,.pokoknya the best",5,2025-05-20 01:14:29
"aneh sopee, payleter ya kok bisa di bekukan padahal pembayaran lunas terus, lama lama Eror juga aplikasi ini",5,2025-05-15 05:32:32
AQ ganti 5 min....so far so good...tetep tolong sering2 kasih gratis ongkir ya min...semoga tetep amanah ya shopee,5,2025-05-08 23:41:56
"pengirimannya cepat nyampe n producknya pun sesuai harapan, ok ok",5,2025-05-18 12:12:38
"aplikasi shopee Ndak bisa ganti nomor, sudah di coba malah akun baru jadinya.",1,2025-05-17 15:24:40
Aplikasi ini sangat bagus dan juga sangat membantu dalam memilih barang-barang semua kebutuhan yang diinginkan setiap orang,5,2025-05-21 11:54:10
"pengembalian dana lebih dari 1 bulan ga selesai2 sampai sekarang...kalau di kembalikan secepat nya saya akan hapus lagi trims,,semoga kedepannya bisa jadi lebih baik lagi🙏🙏🙏",2,2025-05-21 15:23:42
"sekarang di shopee nggak bisa belanja lagi, waktu barangnya di cashout gambarnya langsung putih semua",1,2025-05-10 05:37:06
praktis untuk kebutuhan sekunder apalagi sekarang pilihan produk tinggal cekrek tanpa harus bingung mencari² produk yang diperlukan,5,2025-05-10 09:48:50
"suka belanja di shopee,menghemat waktu dan biaya.sungguh mantap",5,2025-05-15 02:29:21
"mudah mencari barang,, kualitas bagus penjual ramah. dan bebas pengembalian. mksh shopee",5,2025-05-20 08:54:30
"sangat senang belanja di shopee karena banyak banget diskon harga nya,tapi sayang belum Ter ACC di shopee paylater 😁",5,2025-05-13 17:07:36
sangat murce aku sering belanja di shoope soalnya kalo beli produk dapat voucher nya Lo jadi murah,5,2025-05-27 08:10:20
pengiriman cepat aman dan barang sesuai realpick gk pernah kecewa blnja di shopee,5,2025-05-16 11:24:38
"bisa belanja enak bgt banyak promo gratis ongkir dan diskon favorit bgtttt,",5,2025-05-22 23:34:26
cuma mau narik dana dari toko dipersulit udah verivikasi nunggu 2hari hasil sama aja tau gini saya tidak melakukan transaksi dishoppe,1,2025-05-25 06:28:30
mempermudah mencari barang-barang yg kita inginkan dari barang yg mudah di cari sampai barang yg susah di cari terima kasih shopee..,5,2025-05-18 13:37:52
mempermudah semua org berbelanja..kualitas barangnya rata2 bagus..suka sekali dgn Shopee,5,2025-05-24 02:01:17
"kenapa kamera Shopie kok buram bila mau ngasih penilaian repot harus stok gambar dulu di galeri padahal kalau buat foto biasa hasil Nya bagus , atau memang hp saya ada maslahah kak bingung saya 🙏",5,2025-05-29 17:37:23
"disediakan rank produk tertinggi ke rendah, terdapat logo ORI untuk memastikan barang tidak boong, banyak voucher gratis ongkir, terdapat rating",5,2025-05-17 11:49:08
"sering lemot trus klo masuk apl lansung di fitur video dan live, bukan di beranda",3,2025-05-14 22:57:42
sangat mempermudah keperluan dan sangat sangat membantu saya.. sukses selalu Shopee 🙏🤗🤗🤗,5,2025-05-16 19:04:46
"kode otp sms ga muncul"" udh di update udh isi pulsa masi aja nomory bener aktif apa masalhny? udah di restat masi ajaa heran aku ga ad batuan bnget",2,2025-05-10 07:29:10
selama dibuka apl muncul video otomatis.selama itu akan saya kasih bintang 1...krn sangat mengganggu,1,2025-06-01 11:36:11
"Sangat menguntungan dan bermanfaat belanja di shopeee , banyak voucher² menarik , semoga tetap berjaya dan berkah untuk owner shopee.",5,2025-05-12 00:35:46
tiap order selalu sesuai g pernah mengecewakan n memudahkan saya berbelanja tanpa harus keluar rumah😗 Terima kasih shopee,5,2025-05-15 01:11:21
"tolong sediakan pembayaran lewat dana,ovo & gopay ,1 lagi tiap buka aplikasi ini tiap hari pasti nge download fitur shopee otomatis,jangan curi kuota diam2 lah,kami orang miskin",3,2025-05-24 03:22:07
Shopee pay gak bisa di gunakan percuma limit 2.250.000 udah pilih bantuan sama aja gak bisa di gunakan padahal pengen gunakan spaylater buat beli ember bisa bayar bulan depan,1,2025-05-30 18:58:14
pengiriman klw lewat shopee kaga ada yg bener estimasinya terlalu lama ga seperti lazada tiktok shop atw pun toko pedia satset shopee lelet ada kaanya bbarang stuk ampe 2 samle 3hari di gudang padaha dah deket jadi harus ngepasin estimasi aoalagi klw pesen lagi auto nungguing pesanan yg lain biar ga 2 kali kerja kan tolol ga profesional tolol dah tutuup aja shopee tolol...,1,2025-05-12 00:27:06
"pengiriman sangat sangat sangat terlambat, kompensasi yang tidak sesuai, kebijakan yang buruk, saya rating berdasarkan pengalaman pribadi",1,2025-06-02 11:42:26
